id,address_state,application_type,emp_length,emp_title,grade,home_ownership,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,issue_date
727311,CA,INDIVIDUAL,"10+ years","Marin Community College District",A,RENT,14-05-2021,14-05-2021,"Fully Paid",14-06-2021,922807,car,A5," 36 months","Not Verified",53196,0.166,93.54,0.0766,3000,21,3383,2021-04-11
629917,OR,INDIVIDUAL,"2 years","IBIS Advisors Co.",A,RENT,11-10-2021,11-10-2021,"Fully Paid",11-11-2021,807060,car,A2," 36 months","Not Verified",70000,0.0185,131.93,0.0579,4350,15,4536,2021-12-10
583684,FL,INDIVIDUAL,"2 years",Zuccareli's,A,RENT,13-10-2021,13-10-2021,"Fully Paid",13-11-2021,750023,car,A2," 36 months","Not Verified",30000,0.0568,127.69,0.0676,4150,21,4597,2021-09-10
348105,VA,INDIVIDUAL,"2 years","EÂ² Inc.",A,RENT,13-06-2021,10-09-2021,"Fully Paid",10-10-2021,349026,car,A3," 36 months","Not Verified",44500,0.0777,219.36,0.08,7000,21,7833,2021-05-08
732993,TX,INDIVIDUAL,"2 years","Valley Regional Medical Center",A,RENT,16-05-2021,14-05-2021,"Fully Paid",14-06-2021,929259,car,A5," 36 months","Not Verified",66000,0.0095,218.26,0.0766,7000,7,7857,2021-04-11
549244,TX,INDIVIDUAL,"3 years","Rice University - School of Music",A,RENT,12-03-2021,12-04-2021,"Fully Paid",12-05-2021,708032,car,A2," 36 months","Not Verified",52800,0.1139,138.46,0.0676,4500,24,4774,2021-07-10
702817,NY,INDIVIDUAL,"3 years",,A,RENT,14-03-2021,14-04-2021,"Fully Paid",14-05-2021,894687,car,A3," 36 months","Not Verified",24000,0.056,154.21,0.0692,5000,10,5551,2021-03-11
636020,TX,INDIVIDUAL,"9 years",walmart,A,RENT,16-05-2021,12-10-2021,"Fully Paid",12-11-2021,814771,car,A3," 36 months","Not Verified",25200,0.0371,149.45,0.0617,4900,21,5290,2021-12-10
388500,FL,INDIVIDUAL,"< 1 year",Cruses-n-More,A,RENT,12-04-2021,12-04-2021,"Fully Paid",12-05-2021,422006,car,A2," 36 months","Not Verified",24000,0,311.91,0.0768,10000,9,11229,2021-04-09
434127,CA,INDIVIDUAL,"< 1 year","Robinson Helicopter",A,RENT,10-07-2021,10-07-2021,"Fully Paid",10-08-2021,517674,car,A3," 36 months","Not Verified",75400,0.1286,191.22,0.0774,6125,15,6403,2021-08-09
359428,CA,INDIVIDUAL,"< 1 year",,A,RENT,11-11-2021,11-11-2021,"Fully Paid",11-12-2021,366625,car,A3," 36 months","Not Verified",40000,0.0648,313.37,0.08,10000,23,11281,2021-11-08
356125,CA,INDIVIDUAL,"< 1 year","Salamander Fire Protection",A,RENT,15-12-2021,11-10-2021,"Fully Paid",11-11-2021,361181,car,A5," 36 months","Not Verified",21000,0.0171,110.7,0.0863,5000,6,3985,2021-10-08
403285,FL,INDIVIDUAL,"< 1 year","Millenium Partners",A,RENT,13-04-2021,11-04-2021,"Fully Paid",11-05-2021,448561,car,A5," 36 months","Not Verified",70004,0.0756,256.76,0.0963,8000,17,9036,2021-05-09
869736,TX,INDIVIDUAL,"< 1 year","A&N International",A,RENT,15-01-2021,14-01-2021,"Fully Paid",14-02-2021,1083658,car,A5," 36 months","Not Verified",36000,0.2487,76.55,0.0849,2425,19,2752,2021-09-11
792705,MA,INDIVIDUAL,"2 years",Pcdata,A,RENT,14-07-2021,14-07-2021,"Fully Paid",14-08-2021,997144,car,A2," 36 months","Not Verified",81600,0.0847,170.34,0.0599,5600,14,6132,2021-06-11
395226,OH,INDIVIDUAL,"2 years","supplemental healthcare",A,RENT,12-05-2021,12-05-2021,"Fully Paid",12-06-2021,434505,car,A3," 36 months","Not Verified",37050,0.1263,250.69,0.08,8000,23,9025,2021-04-09
403806,NY,INDIVIDUAL,"2 years",metlife,A,RENT,15-06-2021,12-06-2021,"Fully Paid",12-07-2021,449570,car,A5," 36 months","Not Verified",45000,0.0536,96.29,0.0963,3000,6,3466,2021-05-09
484033,CA,INDIVIDUAL,"5 years",Ticketmaster,A,RENT,13-03-2021,13-03-2021,"Fully Paid",13-04-2021,616092,car,A4," 36 months","Not Verified",58000,0.1186,199.1,0.0751,6400,18,7168,2021-03-10
371814,HI,INDIVIDUAL,"6 years","Hawaii Agriculture Research Center",A,RENT,12-05-2021,10-03-2021,"Fully Paid",10-04-2021,390093,car,A4," 36 months","Not Verified",60000,0.0178,319.47,0.0932,10000,30,10911,2021-01-09
601878,IL,INDIVIDUAL,"6 years","Cooks Cleaning",A,RENT,13-08-2021,11-10-2021,"Fully Paid",11-11-2021,772276,car,A5," 36 months","Not Verified",21000,0.2286,231.27,0.0691,7500,8,7914,2021-10-10
471013,AL,INDIVIDUAL,"< 1 year","BBVA Compass",A,RENT,13-02-2021,13-01-2021,"Fully Paid",13-02-2021,594630,car,A5," 36 months","Not Verified",34000,0.0646,238.29,0.0894,7500,8,8579,2021-01-10
468892,CA,INDIVIDUAL,"< 1 year",,A,RENT,12-12-2021,13-01-2021,"Fully Paid",13-02-2021,590940,car,A5," 36 months","Not Verified",89000,0.01,381.26,0.0894,12000,32,13726,2021-12-09
612578,MD,INDIVIDUAL,"< 1 year","Mattingly Electric",A,RENT,13-11-2021,13-12-2021,"Fully Paid",13-01-2022,785477,car,A5," 36 months","Not Verified",25000,0.1666,154.18,0.0691,5000,32,5551,2021-11-10
569568,NY,INDIVIDUAL,"10+ years","LAYTON MANUFACTRING",A,RENT,10-10-2021,10-10-2021,"Fully Paid",10-11-2021,732666,car,A5," 36 months","Not Verified",60000,0.1038,143.9,0.0788,4600,27,4631,2021-08-10
543168,PA,INDIVIDUAL,"9 years","ira mast",A,RENT,16-05-2021,11-08-2021,"Fully Paid",11-09-2021,700814,car,A5," 36 months","Not Verified",45000,0.0523,375.38,0.0788,12000,20,12815,2021-07-10
804831,CA,INDIVIDUAL,"1 year","Idyllwild Arts Foundation",A,RENT,14-07-2021,14-07-2021,"Fully Paid",14-08-2021,1010746,car,A1," 36 months","Not Verified",165996,0.0348,180.96,0.0542,6000,28,6515,2021-07-11
843193,NC,INDIVIDUAL,"1 year","Firsthealth of the carolinas",A,RENT,13-11-2021,12-02-2021,"Fully Paid",12-03-2021,1053961,car,A2," 36 months","Not Verified",60000,0.1254,109.51,0.0599,3600,33,3702,2021-08-11
584344,CO,INDIVIDUAL,"4 years","Specialty Sports Venture (Vail Resorts)",A,RENT,16-05-2021,11-09-2021,"Fully Paid",11-10-2021,750832,car,A4," 36 months","Not Verified",32000,0.2254,140,0.0751,4500,21,4733,2021-09-10
464824,VA,INDIVIDUAL,"7 years","Virginia Military Institute",A,RENT,16-05-2021,12-11-2021,"Fully Paid",12-12-2021,582795,car,A5," 36 months","Not Verified",48000,0.1635,285.95,0.0894,9000,18,10292,2021-12-09
570124,IL,INDIVIDUAL,"< 1 year","The University of Chicago",A,RENT,15-03-2021,13-09-2021,"Fully Paid",13-10-2021,733441,car,A1," 36 months","Not Verified",28150,0.1364,48.96,0.0639,1600,16,1763,2021-08-10
370875,CA,INDIVIDUAL,"4 years","mercury insurance",A,RENT,13-10-2021,12-01-2021,"Fully Paid",12-02-2021,388091,car,A5," 36 months","Not Verified",39996,0.0918,208.62,0.0963,6500,25,7510,2021-01-09
828978,PA,INDIVIDUAL,"1 year","UPMC Centers for Rehab Services",A,RENT,14-08-2021,14-08-2021,"Fully Paid",14-09-2021,1038058,car,A4," 36 months","Not Verified",45000,0.1064,217.72,0.0749,7000,14,7839,2021-08-11
831149,MA,INDIVIDUAL,"1 year","Anika Therapeutics",B,RENT,14-01-2021,14-01-2021,"Fully Paid",14-02-2021,1040357,car,B1," 36 months","Not Verified",96000,0.0143,387.15,0.0999,12000,16,13851,2021-08-11
827814,NJ,INDIVIDUAL,"1 year","PC Richard and Son",B,RENT,12-09-2021,12-07-2021,"Fully Paid",12-08-2021,1036798,car,B2," 36 months","Not Verified",30000,0.0796,100.08,0.1059,3075,6,3337,2021-07-11
516551,CT,INDIVIDUAL,"1 year","Creative Concrete Solutions",B,RENT,13-04-2021,13-05-2021,"Fully Paid",13-06-2021,667620,car,B3," 36 months","Not Verified",30000,0.0424,227.92,0.1062,7000,14,8203,2021-05-10
403469,CA,INDIVIDUAL,"1 year",CBS,B,RENT,11-07-2021,11-07-2021,"Fully Paid",11-08-2021,448884,car,B5," 36 months","Not Verified",54996,0.1189,99.95,0.1221,3000,5,3534,2021-05-09
1013989,CA,INDIVIDUAL,"10+ years","Kaiser Permanente",B,RENT,16-03-2021,12-04-2021,"Fully Paid",12-05-2021,1241339,car,B3," 36 months","Not Verified",54000,0.1527,33.08,0.1171,1000,14,1039,2021-11-11
754302,OR,INDIVIDUAL,"2 years",Mcdonalds,B,RENT,15-05-2021,14-06-2021,"Fully Paid",14-07-2021,954015,car,B1," 36 months","Not Verified",15000,0.0584,229.07,0.0999,7100,8,8246,2021-05-11
794612,MA,INDIVIDUAL,"2 years",TERC,B,RENT,16-04-2021,14-07-2021,"Fully Paid",14-08-2021,999258,car,B2," 36 months","Not Verified",46151,0.1108,195.27,0.1059,6000,20,7030,2021-06-11
489469,CT,INDIVIDUAL,"2 years","Apple Inc",B,RENT,16-03-2021,12-09-2021,"Fully Paid",12-10-2021,624526,car,B3," 36 months","Not Verified",31000,0.077,162.8,0.1062,5000,3,5822,2021-03-10
677567,FL,INDIVIDUAL,"3 years","Citrus Health and Rehab",B,RENT,16-05-2021,14-03-2021,"Fully Paid",14-04-2021,865682,car,B2," 36 months","Not Verified",116400,0.0228,287.18,0.1,8900,14,10338,2021-02-11
681644,CA,INDIVIDUAL,"3 years","Ronald S. Haft",B,RENT,15-03-2021,14-03-2021,"Fully Paid",14-04-2021,870699,car,B3," 36 months","Not Verified",63500,0.155,129.77,0.1037,4000,8,4671,2021-02-11
1000989,NJ,INDIVIDUAL,"3 years","Barclays Capital",B,RENT,14-11-2021,14-11-2021,"Fully Paid",14-12-2021,1226747,car,B5," 36 months","Not Verified",125000,0.0787,251.59,0.1269,7500,19,9057,2021-10-11
457272,CA,INDIVIDUAL,"5 years",inet,B,RENT,13-10-2021,12-10-2021,"Fully Paid",12-11-2021,568335,car,B2," 36 months","Not Verified",36000,0.005,329.69,0.1148,10000,4,11865,2021-11-09
495471,VA,INDIVIDUAL,"5 years","1st Class Sleep Diagnostics, Inc.",B,RENT,15-01-2021,13-05-2021,"Fully Paid",13-06-2021,634654,car,B3," 36 months","Not Verified",95000,0.0128,455.84,0.1062,14000,8,16436,2021-03-10
881812,CA,INDIVIDUAL,"6 years","wells fargo bank`",B,RENT,14-08-2021,14-08-2021,"Fully Paid",14-09-2021,1096963,car,B1," 36 months","Not Verified",51600,0.146,128.9,0.0991,4000,7,4637,2021-09-11
810177,UT,INDIVIDUAL,"6 years","Stanley Access Technologies",B,RENT,16-05-2021,14-07-2021,"Fully Paid",14-08-2021,1017070,car,B1," 36 months","Not Verified",47000,0.1014,112.92,0.0999,3500,14,4065,2021-07-11
502013,NJ,INDIVIDUAL,"6 years","Datasoft Inc.",B,RENT,15-11-2021,13-04-2021,"Fully Paid",13-05-2021,645434,car,B4," 36 months","Not Verified",75000,0.1054,392.83,0.1099,12000,15,14142,2021-04-10
641270,FL,INDIVIDUAL,"< 1 year","Ring Power",B,RENT,16-05-2021,13-09-2021,"Fully Paid",13-10-2021,820864,car,B2," 36 months","Not Verified",49000,0.1435,127.67,0.0925,4000,10,4587,2021-01-11
402728,CA,INDIVIDUAL,"< 1 year","Linkus (Contracted)",B,RENT,15-06-2021,12-05-2021,"Fully Paid",12-06-2021,447614,car,B2," 36 months","Not Verified",27996,0.147,402.58,0.1126,12250,9,14493,2021-05-09
460192,CA,INDIVIDUAL,"< 1 year","Car Quest",B,RENT,16-01-2021,12-02-2021,"Fully Paid",12-03-2021,574141,car,B4," 36 months","Not Verified",12000,0.06,186.48,0.1218,5600,10,6648,2021-12-09
797819,GA,INDIVIDUAL,"7 years","United BMW of Roswell",B,RENT,14-06-2021,14-06-2021,"Fully Paid",14-07-2021,1002865,car,B2," 36 months","Not Verified",36000,0.1153,136.69,0.1059,4200,31,4913,2021-07-11
967719,NY,INDIVIDUAL,"9 years","u.s. security assoiciates inc",B,RENT,11-11-2021,11-11-2021,"Fully Paid",11-12-2021,1188457,car,B1," 36 months","Not Verified",25000,0.0614,119.24,0.0991,3700,10,3731,2021-10-11
985965,FL,INDIVIDUAL,"1 year","Miami Dade Corrections and Rehabilitatio",B,RENT,16-03-2021,14-10-2021,"Fully Paid",14-11-2021,1209489,car,B3," 36 months","Not Verified",44760,0.0416,109.16,0.1171,3300,10,3929,2021-10-11
508481,IL,INDIVIDUAL,"1 year","Arthur J Gallagher",B,RENT,13-05-2021,13-05-2021,"Fully Paid",13-06-2021,656090,car,B4," 36 months","Not Verified",57000,0.1855,180.05,0.1099,5500,18,6482,2021-05-10
387566,CA,INDIVIDUAL,"1 year","Venue Security Corp",B,RENT,09-09-2021,09-07-2021,"Fully Paid",09-08-2021,420501,car,B5," 36 months","Not Verified",36000,0.2033,399.78,0.1221,12000,18,12358,2021-03-09
348609,MA,INDIVIDUAL,"10+ years","Boston College",B,RENT,11-06-2021,11-06-2021,"Fully Paid",11-07-2021,349851,car,B3," 36 months","Not Verified",65004,0.0155,80.77,0.1008,2500,15,2907,2021-06-08
372872,OH,INDIVIDUAL,"3 years","Nationwide Mutual Insurance Company",B,RENT,12-01-2021,12-01-2021,"Fully Paid",12-02-2021,392123,car,B2," 36 months","Not Verified",36100,0.014,276.06,0.1126,8400,4,9938,2021-01-09
355954,GA,INDIVIDUAL,"3 years","Trc Staffing",B,RENT,12-09-2021,11-09-2021,"Fully Paid",11-10-2021,360932,car,B3," 36 months","Not Verified",22000,0.09,64.85,0.1033,3000,15,2334,2021-09-08
441807,MD,INDIVIDUAL,"4 years","Boykin Transport",B,RENT,12-10-2021,12-11-2021,"Fully Paid",12-12-2021,536216,car,B3," 36 months","Not Verified",57996,0.0048,298.21,0.1183,9000,7,10804,2021-09-09
484417,NV,INDIVIDUAL,"4 years","TNT POOL SERVICE",B,RENT,13-03-2021,13-03-2021,"Fully Paid",13-04-2021,616749,car,B4," 36 months","Not Verified",48659,0.0683,245.52,0.1099,7500,6,8839,2021-02-10
745794,DE,INDIVIDUAL,"5 years","QPS LLC",B,RENT,14-03-2021,12-03-2021,"Fully Paid",12-04-2021,944419,car,B1," 36 months","Not Verified",46200,0.1112,290.37,0.0999,9000,8,9667,2021-05-11
441476,FL,INDIVIDUAL,"5 years","city of miami beach",B,RENT,15-10-2021,12-10-2021,"Fully Paid",12-11-2021,535632,car,B1," 36 months","Not Verified",20000,0.0312,157.46,0.1114,4800,10,5669,2021-09-09
499198,TX,INDIVIDUAL,"5 years","fritz plumbing",B,RENT,16-05-2021,12-03-2021,"Fully Paid",12-04-2021,640599,car,B1," 36 months","Not Verified",50000,0.137,306,0.0988,9500,14,10796,2021-04-10
623786,IL,INDIVIDUAL,"5 years","Chicago Transit Authority",B,RENT,15-07-2021,13-12-2021,"Fully Paid",13-01-2022,799415,car,B2," 36 months","Not Verified",48000,0.0893,159.59,0.0925,5000,5,5745,2021-12-10
447596,WA,INDIVIDUAL,"5 years","Six to Eight Inc",B,RENT,16-05-2021,12-03-2021,"Fully Paid",12-04-2021,548440,car,B4," 36 months","Not Verified",60000,0.0282,333,0.1218,10000,12,11753,2021-10-09
668426,FL,INDIVIDUAL,"7 years","Christian Coalition of Florida",B,RENT,13-02-2021,13-01-2021,"Fully Paid",13-02-2021,854631,car,B3," 36 months","Not Verified",56000,0.2164,113.55,0.1037,3500,20,3991,2021-02-11
470293,AZ,INDIVIDUAL,"9 years","Valley Learning Center",B,RENT,16-05-2021,13-01-2021,"Fully Paid",13-02-2021,593697,car,B2," 36 months","Not Verified",28000,0.2105,276.94,0.1148,8400,5,9970,2021-12-09
611203,MI,INDIVIDUAL,"< 1 year","M&K II",B,RENT,16-05-2021,13-12-2021,"Fully Paid",13-01-2022,783808,car,B1," 36 months","Not Verified",52000,0.0623,79.36,0.0888,2500,6,2857,2021-11-10
416365,TX,INDIVIDUAL,"< 1 year","Southwestern Company",B,RENT,10-12-2021,10-12-2021,"Fully Paid",10-01-2022,484841,car,B4," 36 months","Not Verified",30000,0.054,278.58,0.1189,8400,4,9610,2021-07-09
460657,UT,INDIVIDUAL,"< 1 year",Backcountry.com,B,RENT,13-07-2021,12-12-2021,"Fully Paid",12-01-2022,575227,car,B5," 36 months","Not Verified",15600,0.2369,40.16,0.1253,1200,4,1446,2021-11-09
445199,VA,INDIVIDUAL,"< 1 year","Wells Fargo Advisors",B,RENT,14-05-2021,11-01-2021,"Fully Paid",11-02-2021,543489,car,B5," 36 months","Not Verified",75000,0.1415,568.93,0.1253,17000,6,19046,2021-10-09
508406,CA,INDIVIDUAL,"< 1 year",TW&C,B,RENT,14-08-2021,12-09-2021,"Fully Paid",12-10-2021,655976,car,B5," 36 months","Not Verified",46344,0.1139,115.19,0.1136,3500,15,4109,2021-04-10
1018500,NY,INDIVIDUAL,"6 years","new york city marshal",B,RENT,15-07-2021,14-12-2021,"Fully Paid",14-01-2022,1246948,car,B4," 36 months","Not Verified",45000,0.092,120.3,0.1242,3600,27,4331,2021-11-11
480331,HI,INDIVIDUAL,"9 years",Military,B,RENT,13-02-2021,13-02-2021,"Fully Paid",13-03-2021,610554,car,B5," 36 months","Not Verified",66000,0.1842,83.93,0.1136,2550,19,3021,2021-01-10
349212,VA,INDIVIDUAL,"1 year","Northrop Grumman",B,RENT,13-02-2021,10-07-2021,"Fully Paid",10-08-2021,350763,car,B3," 36 months","Not Verified",60000,0.1434,161.53,0.1008,5000,11,5713,2021-06-08
452094,GA,INDIVIDUAL,"1 year","US Security Associates",B,RENT,15-11-2021,10-10-2021,"Fully Paid",10-11-2021,557659,car,B5," 36 months","Not Verified",13440,0.0205,160.64,0.1253,4800,5,5286,2021-10-09
643114,TX,INDIVIDUAL,"3 years","Houston Fire Dept.",B,RENT,16-05-2021,12-10-2021,"Fully Paid",12-11-2021,823060,car,B2," 36 months","Not Verified",60000,0.06,178.74,0.0925,5600,33,6256,2021-01-11
719263,CA,INDIVIDUAL,"3 years",Oakley,B,RENT,14-04-2021,14-04-2021,"Fully Paid",14-05-2021,913586,car,B3," 36 months","Not Verified",68000,0.1184,275.76,0.1037,8500,11,9927,2021-04-11
740758,CA,INDIVIDUAL,"3 years","Doctor's Ambulance Service",B,RENT,16-05-2021,14-09-2021,"Fully Paid",14-10-2021,938523,car,B4," 36 months","Not Verified",32000,0.0836,230.8,0.1149,7000,10,8309,2021-09-11
820142,NC,INDIVIDUAL,"4 years","pizza inn",B,RENT,14-06-2021,11-09-2021,"Fully Paid",11-10-2021,1028341,car,B2," 36 months","Not Verified",35000,0.2568,58.59,0.1059,1800,28,1816,2021-07-11
729952,MD,INDIVIDUAL,"5 years","the severn group",B,RENT,13-08-2021,13-08-2021,"Fully Paid",13-09-2021,925837,car,B2," 36 months","Not Verified",52000,0.2165,209.74,0.1,6500,12,7475,2021-04-11
750212,MA,INDIVIDUAL,"5 years","hot chocolate sparrow",B,RENT,15-11-2021,14-05-2021,"Fully Paid",14-06-2021,949517,car,B4," 36 months","Not Verified",24000,0.019,197.83,0.1149,6000,19,7122,2021-05-11
627854,VA,INDIVIDUAL,"< 1 year","Door Pro America",B,RENT,16-05-2021,13-12-2021,"Fully Paid",13-01-2022,804561,car,B5," 36 months","Not Verified",50000,0.1603,155.7,0.1036,4800,17,5605,2021-12-10
476497,MA,INDIVIDUAL,"< 1 year",,B,RENT,16-04-2021,13-01-2021,"Fully Paid",13-02-2021,603653,car,B5," 36 months","Not Verified",24000,0.2175,209.17,0.1253,6250,22,7530,2021-01-10
458811,PA,INDIVIDUAL,"2 years","Harris Corporation",B,RENT,12-09-2021,12-09-2021,"Fully Paid",12-10-2021,571384,car,B5," 36 months","Not Verified",57000,0.1128,251,0.1253,7500,14,9028,2021-11-09
450443,NY,INDIVIDUAL,"1 year",,B,RENT,10-11-2021,10-10-2021,"Fully Paid",10-11-2021,554017,car,B5," 36 months","Not Verified",61000,0.0329,481.92,0.1253,14400,4,15446,2021-10-09
400735,UT,INDIVIDUAL,"10+ years",USAF,B,RENT,10-06-2021,10-06-2021,"Fully Paid",10-07-2021,444228,car,B2," 36 months","Not Verified",58000,0.1541,32.87,0.1126,1000,24,1104,2021-05-09
834311,SC,INDIVIDUAL,"10+ years","coastal tec",B,RENT,15-10-2021,14-02-2021,"Fully Paid",14-03-2021,1044140,car,B2," 36 months","Not Verified",35000,0.1413,175.75,0.1059,5400,26,6295,2021-08-11
1044459,CT,INDIVIDUAL,"3 years","brittany farms health center",B,RENT,16-03-2021,14-05-2021,"Fully Paid",14-06-2021,1274808,car,B2," 36 months","Not Verified",24500,0.0338,156.36,0.1065,4800,8,5591,2021-12-11
424016,VA,INDIVIDUAL,"4 years","US Cellular",B,RENT,12-05-2021,11-03-2021,"Fully Paid",11-04-2021,499463,car,B4," 36 months","Not Verified",35400,0.2115,318.38,0.1189,9600,36,11027,2021-07-09
422307,MI,INDIVIDUAL,"8 years","Guardian Fiberglass",B,RENT,15-10-2021,10-10-2021,"Fully Paid",10-11-2021,496747,car,B1," 36 months","Not Verified",65000,0.1165,245.36,0.1095,7500,22,8306,2021-07-09
384414,PA,INDIVIDUAL,"1 year",Owens-Illinois,C,RENT,12-02-2021,12-03-2021,"Fully Paid",12-04-2021,415486,car,C1," 36 months","Not Verified",40000,0.009,301.2,0.1253,9000,12,10716,2021-03-09
420601,VA,INDIVIDUAL,"1 year","cheesecake factory",C,RENT,12-07-2021,12-07-2021,"Fully Paid",12-08-2021,494016,car,C4," 36 months","Not Verified",30000,0.2284,162.83,0.1347,4800,8,5862,2021-07-09
431106,NY,INDIVIDUAL,"10+ years","pitman company",C,RENT,15-09-2021,12-08-2021,"Fully Paid",12-09-2021,511552,car,C1," 36 months","Not Verified",48000,0.2051,251,0.1253,7500,19,9036,2021-08-09
352163,NY,INDIVIDUAL,"10+ years","charrette pitman",C,RENT,15-09-2021,11-08-2021,"Fully Paid",11-09-2021,355104,car,C4," 36 months","Not Verified",48000,0.1477,83.3,0.1222,6000,19,2999,2021-07-08
524434,CA,INDIVIDUAL,"2 years","CORNELL COMPANIES",C,RENT,14-09-2021,13-06-2021,"Fully Paid",13-07-2021,678537,car,C1," 36 months","Not Verified",31200,0.0769,283.97,0.1323,8400,8,10224,2021-06-10
315595,GA,INDIVIDUAL,"3 years","Georgia Tech",C,RENT,15-05-2021,11-04-2021,"Fully Paid",11-05-2021,315589,car,C4," 36 months","Not Verified",78000,0.13,318.72,0.1197,9600,12,11465,2021-04-08
1040921,UT,INDIVIDUAL,"6 years","star trucking",C,RENT,16-05-2021,14-05-2021,"Fully Paid",14-06-2021,1271130,car,C1," 36 months","Not Verified",108000,0.0683,373.24,0.1349,11000,20,13182,2021-11-11
734300,CA,INDIVIDUAL,"6 years","RENO Hardware & Supply, Inc.",C,RENT,15-04-2021,14-05-2021,"Fully Paid",14-06-2021,930805,car,C2," 36 months","Not Verified",50000,0.0377,337.23,0.1306,10000,12,12140,2021-04-11
599419,IL,INDIVIDUAL,"7 years","The Grafton",C,RENT,13-11-2021,12-09-2021,"Fully Paid",12-10-2021,769354,car,C2," 36 months","Not Verified",60000,0.1762,305.9,0.1361,9000,16,10611,2021-10-10
577924,CA,INDIVIDUAL,"7 years","Stanford University",C,RENT,13-12-2021,11-04-2021,"Fully Paid",11-05-2021,743115,car,C4," 36 months","Not Verified",48000,0.1855,137.4,0.1435,4000,10,4312,2021-09-10
549794,CA,INDIVIDUAL,"< 1 year","New Orleans Hornets",C,RENT,13-08-2021,13-08-2021,"Fully Paid",13-09-2021,708750,car,C3," 36 months","Not Verified",60000,0.0734,136.68,0.1398,4000,13,4921,2021-07-10
505273,PA,INDIVIDUAL,"9 years",centria,C,RENT,13-05-2021,13-05-2021,"Fully Paid",13-06-2021,650989,car,C2," 36 months","Not Verified",55000,0.1588,276.71,0.1311,8200,11,9962,2021-04-10
557972,NY,INDIVIDUAL,"1 year","Patrick Buick GMC",C,RENT,16-04-2021,12-08-2021,"Fully Paid",12-09-2021,718339,car,C4," 36 months","Not Verified",28800,0.1404,317.72,0.1435,9250,27,11112,2021-08-10
665015,CA,INDIVIDUAL,"1 year","Elan Pharma via Bayside Solutions",C,RENT,14-02-2021,14-02-2021,"Fully Paid",14-03-2021,850277,car,C3," 36 months","Not Verified",138000,0.0123,152.56,0.1343,4500,15,5520,2021-02-11
987909,CO,INDIVIDUAL,"2 years","Hyatt Vi",C,RENT,14-10-2021,14-10-2021,"Fully Paid",14-11-2021,1212114,car,C1," 36 months","Not Verified",20400,0.1241,67.87,0.1349,2000,7,2443,2021-10-11
676423,TX,INDIVIDUAL,"2 years","Apple, Inc.",C,RENT,15-06-2021,14-02-2021,"Fully Paid",14-03-2021,864390,car,C2," 36 months","Not Verified",38000,0.0117,101.17,0.1306,3000,5,3673,2021-02-11
434616,TX,INDIVIDUAL,"2 years",Myself--Childcare,C,RENT,16-05-2021,12-08-2021,"Fully Paid",12-09-2021,518590,car,C4," 36 months","Not Verified",19000,0.2305,143.38,0.1392,4200,5,5148,2021-08-09
431783,WV,INDIVIDUAL,"2 years",TCBY,C,RENT,15-02-2021,11-07-2021,"Fully Paid",11-08-2021,512743,car,C5," 36 months","Not Verified",7000,0.1354,34.31,0.1426,1000,3,1182,2021-11-09
398355,NJ,INDIVIDUAL,"4 years","ShatzmanBaker, PC",C,RENT,10-12-2021,10-12-2021,"Fully Paid",10-01-2022,439999,car,C2," 36 months","Not Verified",15000,0.1528,67.24,0.1284,2000,15,2184,2021-04-09
1051325,MD,INDIVIDUAL,"5 years","Wegmans Food Markets",C,RENT,16-05-2021,13-02-2021,"Fully Paid",13-03-2021,1282623,car,C4," 36 months","Not Verified",29000,0.0277,208.79,0.1527,6000,5,6908,2021-12-11
383228,TX,INDIVIDUAL,"4 years","Vera Reporting",C,RENT,10-08-2021,10-08-2021,"Fully Paid",10-09-2021,413399,car,C4," 36 months","Not Verified",54996,0.0559,339.23,0.1347,10000,35,11216,2021-03-09
707726,IL,INDIVIDUAL,"< 1 year","RES Health Care",C,RENT,11-08-2021,11-08-2021,"Fully Paid",11-09-2021,900107,car,C3," 36 months","Not Verified",48000,0.005,169.51,0.1343,5000,18,5216,2021-03-11
790494,MN,INDIVIDUAL,"10+ years","Colorstyle Incorporated",C,RENT,16-04-2021,14-07-2021,"Fully Paid",14-08-2021,994637,car,C2," 36 months","Not Verified",33000,0.1745,114.52,0.1349,3375,18,4123,2021-06-11
476319,WI,INDIVIDUAL,"2 years",Walgreens,C,RENT,16-05-2021,13-03-2021,"Fully Paid",13-04-2021,603322,car,C3," 36 months","Not Verified",38896,0.112,244.26,0.1348,7200,12,8794,2021-02-10
876428,VA,INDIVIDUAL,"3 years","Capital One Financial",C,RENT,16-04-2021,12-01-2021,"Fully Paid",12-02-2021,1090999,car,C4," 36 months","Not Verified",35550,0.1063,172.82,0.1479,5000,37,5189,2021-09-11
855501,CO,INDIVIDUAL,"4 years","Gunnison County Electric Association",C,RENT,14-05-2021,13-11-2021,"Fully Paid",13-12-2021,1067817,car,C5," 36 months","Not Verified",58000,0.0846,41.74,0.1523,1200,9,1475,2021-08-11
789064,OK,INDIVIDUAL,"5 years",Convergys,C,RENT,16-05-2021,12-04-2021,"Fully Paid",12-05-2021,992893,car,C3," 36 months","Not Verified",86095,0.1146,136.7,0.1399,4000,28,4381,2021-06-11
